genres,spoken_languages,title,vote_average
"['Action', 'Thriller', 'Science Fiction']",['English'],Lockout,5.8
"['Thriller', 'Crime', 'Drama', 'Horror']",['한국어/조선말'],Bedevilled,7.3
"['Comedy', 'Romance']",[],Lucky,4.9
['Documentary'],[],Resurrect Dead: The Mystery of the Toynbee Tiles,6.9
"['Adventure', 'Action', 'Thriller', 'Crime']","['English', 'Italiano']",A Lonely Place to Die,6.2
"['Thriller', 'Adventure', 'Science Fiction', 'Horror']",['Italiano'],"Caltiki, the Immortal Monster",5.9
"['Crime', 'Drama', 'Horror', 'Thriller']",['English'],Snowtown,6.3
['Science Fiction'],['日本語'],Space Battleship Yamato,6.3
"['Science Fiction', 'Comedy', 'Fantasy']",['English'],Nothing Lasts Forever,7.1
['Drama'],"['English', 'اردو']",Zero Bridge,5.0
"['Action', 'Horror', 'Thriller']",['English'],The Bleeding,2.9
['Drama'],[],Wreckers,5.9
['Documentary'],['English'],Fat Head,6.6
['Documentary'],[],Public Housing,8.5
['Drama'],['فارسی'],The Runner,6.0
"['Crime', 'Drama', 'Thriller']",[],Last Exit,0.0
"['Fantasy', 'Drama', 'Adventure']",['Español'],Verbo,4.0
"['Horror', 'Science Fiction']",['English'],The Frankenstein Syndrome,4.9
['Drama'],['Français'],A Thousand Months,5.0
['Drama'],"['Español', '']",The Secret Nation,8.3
"['Drama', 'Crime']",['svenska'],Manrape,0.0
['Drama'],['Italiano'],Passion of Love,7.1
['Documentary'],[],!Women Art Revolution,4.3
"['Comedy', 'Western']","['English', 'Español']",Casa De Mi Padre,5.5
['Documentary'],['English'],Corman's World: Exploits of a Hollywood Rebel,7.4
"['Comedy', 'Drama']",['普通话'],Tropical Fish,7.0
"['Comedy', 'Drama']",['English'],Prom Queen: The Marc Hall Story,5.6
"['Action', 'Horror', 'Science Fiction']",['English'],Evolver,5.7
"['Comedy', 'Romance']",['Polski'],Letters to Santa,7.1
[],['English'],Dragon Age: Redemption,7.0
['Documentary'],['日本語'],Jiro Dreams of Sushi,7.8
"['Comedy', 'Romance']",['English'],Damsels in Distress,5.6
"['Documentary', 'Music']",['English'],A Skin Too Few: The Days of Nick Drake,7.3
"['Action', 'Horror']",['普通话'],Human Lanterns,6.7
['Documentary'],['English'],Pageant,5.3
"['Drama', 'Romance']",['English'],A Warm December,6.0
"['Drama', 'Foreign']",['Íslenska'],White Night Wedding,5.5
['Drama'],['English'],Salmon Fishing in the Yemen,6.3
['Drama'],['English'],Hotel,6.3
"['Animation', 'Drama', 'Mystery', 'Science Fiction']",['日本語'],Eden of the East Movie I: The King of Eden,6.9
"['Animation', 'Mystery']",['日本語'],Eden of the East Movie II: Paradise Lost,6.8
"['Crime', 'Documentary']","['اردو', 'English']",Saving Face,7.1
"['War', 'Drama']",['日本語'],Admiral Yamamoto,8.8
"['Crime', 'Drama', 'Mystery', 'Thriller']",['English'],Meeting Evil,4.7
['Adventure'],['English'],Wrath of the Titans,5.5
"['Action', 'Drama']",['English'],Bending The Rules,5.2
[],[],Seven Brothers,0.0
"['Crime', 'Drama']",['हिन्दी'],Paan Singh Tomar,7.3
['Horror'],['Italiano'],The Horrible Dr. Hichcock,5.8
['Drama'],['English'],Detachment,7.3
"['Fantasy', 'Science Fiction', 'Romance']",['English'],Four Sided Triangle,5.8
"['Action', 'Drama', 'Adventure']",['English'],The Incredible Hulk Returns,5.4
"['Drama', 'Thriller', 'Mystery']",[],Answers to Nothing,4.1
"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",['English'],4:44 Last Day on Earth,4.4
"['Action', 'Comedy', 'Science Fiction']","['English', 'Deutsch']",Iron Sky,5.6
"['Horror', 'Thriller']",['Italiano'],The Ghost,5.5
"['Mystery', 'Horror', 'Thriller']",['English'],Absentia,5.8
['Documentary'],['English'],There's Something Wrong with Aunt Diane,6.7
['Comedy'],['English'],American Reunion,6.1
['Horror'],[],Ticked-Off Trannies with Knives,5.6
"['Action', 'Thriller', 'Crime']",['Bahasa indonesia'],The Raid,7.3
"['Horror', 'Thriller']","['English', '日本語']",The Cabin in the Woods,6.6
"['Drama', 'Comedy', 'Romance']","['Français', 'Español']",Delicacy,6.5
"['Comedy', 'Drama']",['English'],God Bless America,7.0
"['History', 'Documentary']",[],The Desert of Forbidden Art,5.0
['Drama'],['English'],The Wayshower,0.0
"['Horror', 'Science Fiction']",['No Language'],Frankenstein,6.4
"['Drama', 'Foreign']",['বাংলা'],The Clay Bird,6.1
['Drama'],['العربية'],The Dupes,7.5
"['Drama', 'Comedy', 'Romance']",['Français'],Romantics Anonymous,6.4
['Documentary'],['suomi'],The Unknown Woman,0.0
['Documentary'],['English'],Popatopolis,6.9
"['Science Fiction', 'Horror', 'Comedy']",['English'],The Gamma People,6.2
['Science Fiction'],['Italiano'],"Wild, Wild Planet",4.0
['Drama'],['Türkçe'],Egg,4.8
['Documentary'],['Bahasa melayu'],Village People Radio Show,5.0
"['Drama', 'Foreign']","['English', 'Deutsch', 'Español']",The Day I Was Not Born,6.3
"['Drama', 'Horror', 'Romance', 'Foreign']",[],Genesis,6.7
"['Drama', 'Thriller']",['English'],The Big Night,7.4
"['Drama', 'Comedy', 'Romance']",['हिन्दी'],Housefull 2,5.0
"['Action', 'Foreign']",['हिन्दी'],Agent Vinod,5.3
['Drama'],[],After,5.3
['Drama'],['Română'],Lust for Gold,0.0
"['Drama', 'Comedy']",['עִבְרִית'],Footnote,6.7
"['Drama', 'Romance']",['Français'],Café de Flore,6.8
['Comedy'],['English'],L!fe Happens,5.3
['Horror'],['English'],Midnight Movie,5.6
[],[],Ollie Hopnoodle's Haven of Bliss,10.0
"['Drama', 'Horror', 'Mystery', 'Thriller']",['Español'],The Silent House,5.3
"['Horror', 'Mystery']",['English'],Silent House,5.2
"['Comedy', 'Romance', 'Drama']",['English'],Wild About Harry,4.3
['Drama'],[],Keeping the Promise,0.0
"['Crime', 'Comedy']","['Deutsch', 'suomi']",Helsinki Napoli - All Night Long,6.0
['Comedy'],['English'],The Three Stooges,4.9
"['Crime', 'Thriller', 'Mystery']",['English'],The Raven,6.1
"['Animation', 'Family', 'Fantasy']","['English', 'Português']",The Ballad of Nessie,7.3
"['Action', 'Mystery', 'Thriller']",['English'],The Big Bang,5.5
"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']",['English'],Mirror Mirror,5.5
"['Thriller', 'Action', 'Adventure', 'Science Fiction']","['English', 'ภาษาไทย']",Battleship,5.5
"['Drama', 'Comedy']",['Français'],Our Day Will Come,6.8
['Documentary'],['English'],Louis Theroux: America's Most Hated Family in Crisis,7.5
"['Romance', 'Drama']",['日本語'],The Woman in the Rumor,7.5
[],['English'],Appropriate Adult,7.0
['Drama'],"['', 'Italiano']",Terraferma,6.5
"['Crime', 'Horror', 'Mystery', 'Thriller']",['English'],Madhouse,6.0
"['Drama', 'Romance']","['English', 'Dansk', 'Deutsch', 'Français']",Goodbye First Love,6.4
"['Drama', 'Comedy']","['हिन्दी', 'English']",The Best Exotic Marigold Hotel,6.9
"['Documentary', 'Music']",['English'],Rush: Beyond the Lighted Stage,8.2
"['Documentary', 'History']",['Bahasa indonesia'],Position Among the Stars,9.0
"['Western', 'Family']",['English'],The Second Time Around,4.0
"['Documentary', 'Crime']",['English'],Crime After Crime,5.3
['Comedy'],[],Black Pond,5.3
['Comedy'],['Italiano'],18 Years Later,7.1
"['Drama', 'Action']","['Norsk', 'Español']",King of Devil's Island,7.2
"['Thriller', 'Drama', 'Action', 'Crime']",['English'],Twelve,6.0
"['Family', 'Music']",['English'],Sharpay's Fabulous Adventure,5.3
['Documentary'],[],"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",0.0
['Documentary'],['English'],Comic-Con Episode IV: A Fan's Hope,6.6
"['Crime', 'Drama']","['Nederlands', 'Français']",Bullhead,7.4
"['Drama', 'Documentary']",['English'],Bully,7.2
"['Drama', 'Comedy']",['English'],The Hammer,6.0
['Thriller'],['English'],Uncovered,5.5
"['Crime', 'Drama', 'Mystery']",['English'],The Chance of a Lifetime,6.0
"['Crime', 'Drama']",['한국어/조선말'],The Flower in Hell,6.5
['Drama'],"['Pусский', '??????']",White Mountains,5.0
"['Comedy', 'Romance']",['English'],Hysteria,6.6
"['Horror', 'Thriller']",['English'],Cold Storage,4.0
['Documentary'],['English'],Listen to Britain,5.5
['Documentary'],['Français'],The Mad Masters,6.5
"['Action', 'Adventure', 'Animation', 'Horror']","['English', 'Español']",Dante's Inferno: An Animated Epic,6.0
"['Horror', 'Thriller', 'Mystery', 'Drama']",['English'],The Bleeding House,5.2
[],['Polski'],Barrier,6.7
['Documentary'],[],Crazy Sexy Cancer,6.0
['Action'],['हिन्दी'],Aakrosh,6.4
"['Drama', 'Horror']",['English'],Devil's Diary,4.0
['Drama'],['English'],Alambrista!,5.5
['Comedy'],['English'],Androcles and the Lion,6.3
[],[],Super Demetrios,6.0
['Documentary'],[],Naked Ambition: An R Rated Look at an X Rated Industry,4.3
"['Fantasy', 'Family']",[],Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,0.0
"['Science Fiction', 'Thriller']",['English'],The Atomic Submarine,5.8
"['History', 'Western', 'Drama', 'Romance']",['English'],The Baron of Arizona,7.5
['Comedy'],['English'],The Five-Year Engagement,5.7
"['History', 'Documentary']",[],The White Darkness,6.3
['Science Fiction'],['Český'],Icarus XB 1,6.7
"['Romance', 'Comedy']",['Český'],Men in Hope,6.7
"['Comedy', 'Drama']",['English'],Spud,7.3
[],['日本語'],Black Sun,6.3
"['Thriller', 'Crime', 'Mystery']",['Français'],The Murderer Lives at Number 21,7.2
['Drama'],"['Deutsch', 'Pусский', 'English']",Judgment in Berlin,6.7
"['Crime', 'Drama', 'Thriller']",['English'],Elsewhere,5.8
['Comedy'],['English'],The Marc Pease Experience,4.3
"['Horror', 'Thriller']","['English', 'Español']",Buried Alive II,5.2
"['Comedy', 'Mystery', 'Thriller']",['English'],One Body Too Many,5.5
"['Comedy', 'Western']",['English'],Slim Carter,0.0
"['Documentary', 'Foreign']",[],In The Hands Of The Gods,5.0
['Comedy'],['English'],The Catechism Cataclysm,3.9
"['Fantasy', 'Horror', 'Thriller', 'War']",['English'],The Devil's Rock,5.7
"['Comedy', 'Romance']",['English'],Think Like a Man,6.9
"['Drama', 'Romance']",['English'],The Lucky One,6.8
['Drama'],['English'],Diverted,5.0
"['History', 'Western']",['English'],The First Texan,3.2
['Drama'],['English'],"Good-bye, My Lady",7.5
"['History', 'Documentary', 'Drama', 'War']",['English'],Chosin,7.0
"['Drama', 'Music']",['English'],Nob Hill,3.0
['Drama'],"['Nederlands', 'English']",Bride Flight,6.9
['Drama'],['English'],Chained for Life,5.0
"['TV Movie', 'Drama']",['English'],The Scarlet Letter,0.0
"['Documentary', 'Crime', 'History']",['English'],If a Tree Falls: A Story of the Earth Liberation Front,6.3
"['Adventure', 'Drama', 'Family']","['English', 'Français']",The Greening of Whitney Brown,6.0
"['Action', 'Crime', 'Thriller']","['English', '普通话', 'Pусский']",Safe,6.3
['Drama'],['普通话'],"That Day, on the Beach",7.5
['Drama'],['English'],Hamlet,7.3
"['Comedy', 'Drama']",['Français'],The Fairy,6.1
['Documentary'],['English'],Diaries Notes and Sketches,9.0
"['Drama', 'History']",[''],3rd World Hero,8.5
['Drama'],['English'],Kept Husbands,2.5
"['Documentary', 'Music', 'Romance']",['English'],The Swell Season,6.4
[],['No Language'],"Ella Lola, a la Trilby",4.0
"['Crime', 'Drama']",['English'],Guilty Hands,0.0
['Comedy'],['English'],Jumping the Broom,6.0
['Drama'],['日本語'],A Story Written with Water,8.5
"['Horror', 'Action', 'Comedy']",['English'],Feast III: The Happy Finish,5.0
"['Drama', 'Comedy', 'Family']","['English', 'Polski']",Red Dog,7.1
['Comedy'],['English'],Any Questions for Ben?,6.2
[],['ελληνικά'],Sweet Bunch,7.0
"['Drama', 'Foreign', 'History']","['বাংলা', 'हिन्दी', 'English']",Amu,6.7
"['Comedy', 'Fantasy']",['English'],Dark Shadows,5.7
"['Fantasy', 'Action', 'Adventure']",['English'],The Scorpion King: Rise of a Warrior,4.3
['Documentary'],['svenska'],Big Boys Gone Bananas!*,7.2
"['Drama', 'Romance', 'Foreign']","['English', 'Italiano', 'فارسی', 'svenska']",Ciao Bella,5.0
"['Thriller', 'Horror']",[],Daylight,5.0
"['Drama', 'Thriller']",['English'],96 Minutes,5.6
"['Crime', 'Drama', 'Mystery', 'Thriller']","['English', 'Français']",Columbus Circle,5.9
"['Drama', 'Comedy', 'Romance']",['English'],The Decoy Bride,6.1
[],['English'],The Headhunter's Sister,0.0
['Drama'],['English'],Angels Crest,5.9
"['Action', 'Drama', 'Foreign', 'Thriller']","['Français', '']",Viva Riva!,5.4
"['Drama', 'Foreign']",['shqip'],The Forgiveness of Blood,6.7
"['Drama', 'Foreign']","['Deutsch', 'Español']",Among Wolves,5.6
"['Crime', 'Drama']","['English', 'Magyar', 'Polski']",Edwin Boyd: Citizen Gangster,5.5
"['Fantasy', 'Science Fiction', 'Horror']",['English'],Beyond the Black Rainbow,5.7
"['Documentary', 'Music']",[],The Last Play at Shea,4.7
"['Horror', 'Thriller']",[],The Poker Club,5.7
"['Comedy', 'Drama']",['Português'],The Clown,7.2
['Horror'],['English'],Creature,4.0
"['Comedy', 'Drama']","['Français', 'Deutsch']",Thawing Out,5.7
[],['No Language'],"Turkish Dance, Ella Lola",4.5
"['Documentary', 'Animation']","['English', 'Deutsch']",Walking with Beasts,7.3
"['Drama', 'Comedy', 'Romance']",['हिन्दी'],Rocket Singh: Salesman of the Year,7.0
"['Comedy', 'Romance']",['हिन्दी'],Vicky Donor,6.9
"['Crime', 'Drama', 'Thriller']",['English'],Zig Zag,8.3
"['Mystery', 'Drama']","['Deutsch', 'English', 'Español']",Extraordinary Stories,8.0
['Comedy'],['ქართული'],Small Town of Anara,7.0
"['Drama', 'Action', 'Thriller', 'Crime']","['English', 'Español']",Across the Line: The Exodus of Charlie Wright,6.1
"['Romance', 'Drama']",['Español'],Three Steps Above Heaven,7.4
['Comedy'],"['English', 'עִבְרִית']",The Dictator,5.9
['Documentary'],"['English', 'Deutsch']",Thrive,6.5
"['Drama', 'Romance']",['日本語'],Boys Love,2.8
"['Drama', 'Romance', 'Foreign']",['English'],Bombay Talkie,6.0
['Drama'],['English'],Border Radio,4.9
"['Drama', 'Action', 'Thriller']","['English', 'Français']",Keyhole,5.8
"['Documentary', 'Animation']","['English', 'Deutsch']",Before The Dinosaurs - Walking With Monsters,7.3
['Documentary'],['No Language'],"Boys Diving, Honolulu",0.0
['Documentary'],"['English', 'Français']",The Island President,4.8
"['Adventure', 'Drama', 'Action', 'Thriller']","['Français', 'English', 'Srpski', 'Português']",The Heir Apparent: Largo Winch,6.1
"['Action', 'Drama']",['English'],The Mighty Macs,5.0
"['Drama', 'Music']",['English'],My Blue Heaven,0.0
['Drama'],['English'],Gifted Hands: The Ben Carson Story,7.5
[],['Italiano'],Chains,7.0
['Drama'],['Français'],The Woman Who Dared,6.5
['Drama'],['Français'],Safrana or Freedom of Speech,0.0
['Drama'],['Español'],The Rose Seller,6.5
['Drama'],['English'],Galileo,7.0
"['Action', 'Comedy', 'Science Fiction']",['English'],Men in Black 3,6.3
"['Adventure', 'Fantasy', 'Drama']",['English'],Snow White and the Huntsman,5.8
[],[],The Harvest Month,5.0
['Comedy'],['suomi'],Olympian Holiday,6.3
[],[],Pine Flat,0.0
['Drama'],['English'],Back Street,7.0
['Drama'],['English'],Where East is East,5.0
"['Science Fiction', 'Drama', 'Mystery']",['English'],Sound of My Voice,6.3
['Thriller'],['English'],The Steel Trap,5.3
['Horror'],['English'],Night of the Demons,4.6
"['Drama', 'Family']","['Deutsch', 'English']",The Secrets of Jonathan Sperry,6.7
"['Crime', 'Thriller']",['தமிழ்'],Unnaipol Oruvan,6.9
['Science Fiction'],['Español'],EVA,6.4
"['Horror', 'Thriller']",['English'],Chernobyl Diaries,4.9
"['Comedy', 'Drama']","['English', 'Français']",Chicken with Plums,6.8
"['Comedy', 'Romance']",['Español'],School of Seduction,2.3
"['War', 'Adventure', 'Comedy']",['English'],You Can't Win 'Em All,6.1
['Drama'],[],Leadbelly,6.5
"['Animation', 'Adventure', 'Family', 'Comedy']",['English'],The Pirates! In an Adventure with Scientists!,6.4
['Drama'],"['Français', 'English']",A Better Life,6.0
"['TV Movie', 'Drama', 'Romance']",['English'],Hemingway & Gellhorn,6.1
"['Drama', 'Thriller', 'Romance', 'Foreign']",['Español'],The Fish Child,6.0
"['Comedy', 'Drama']",['English'],Hick,5.6
"['Science Fiction', 'Adventure', 'Mystery']","['', 'English']",Prometheus,6.3
"['Horror', 'Mystery', 'Thriller']",['English'],The Pact,5.5
"['Documentary', 'Romance']",[],Phyllis and Harold,6.0
"['Action', 'Drama', 'Family', 'Thriller']",['English'],Letters to God,6.5
"['Comedy', 'Crime', 'Drama']",['English'],Bernie,6.5
"['Comedy', 'Drama']",['हिन्दी'],Desi Boyz,6.0
"['Romance', 'Drama']",['English'],Ten North Frederick,7.0
"['Crime', 'Drama']","['English', '', 'Español']",3 A.M.,5.0
"['Crime', 'Drama']","['English', 'Deutsch']",Deadline - U.S.A.,6.9
"['Drama', 'Action', 'Thriller']",['English'],Inhale,6.3
['Documentary'],['English'],Rated X: A Journey Through Porn,7.3
[],['한국어/조선말'],Just Friends?,6.5
"['Drama', 'Comedy']",['English'],Take This Waltz,6.3
"['Drama', 'History']","['English', 'Deutsch']",Berlin '36,4.0
['Comedy'],['svenska'],Sound of Noise,7.6
['Drama'],[],The Blot,7.3
"['Drama', 'Comedy', 'Crime']",['English'],Dr. Crippen,6.0
[],['No Language'],Dickson Experimental Sound Film,6.7
['Comedy'],['English'],Wanderlust,5.3
['Drama'],['English'],Harriet Craig,7.3
"['Crime', 'Drama']",['English'],Ladies They Talk About,5.8
"['Comedy', 'Drama', 'Romance']",['English'],Moonrise Kingdom,7.6
['Drama'],['English'],There Be Dragons,5.8
"['Drama', 'Thriller', 'Crime', 'Mystery']",['English'],Texas Killing Fields,5.7
"['Thriller', 'Drama']","['English', 'हिन्दी']",Kahaani,7.3
"['Animation', 'Action']",['English'],Superman vs. The Elite,6.6
['Drama'],['日本語'],I Wish,7.1
['Drama'],['Français'],Stavisky,6.3
"['Drama', 'Mystery', 'Thriller']",['English'],Never Take Sweets from a Stranger,6.1
"['Action', 'Thriller', 'Crime', 'Drama']","['English', 'Español']",Get the Gringo,6.4
"['Horror', 'Thriller', 'Foreign']",[],Suicide Manual,4.0
"['Action', 'Adventure', 'Thriller']",['English'],The Keeper,5.4
"['War', 'Drama']","['English', 'ქართული']",5 Days of War,5.8
['Drama'],[''],"Life, Above All",7.3
"['Horror', 'Action', 'Thriller', 'Science Fiction']",['English'],Bio Slime,3.0
"['Action', 'Animation', 'Science Fiction']",['English'],Superman: Doomsday,6.5
"['Comedy', 'Fantasy']",['Français'],Entr'acte,6.8
['Drama'],['Français'],A Lake,6.9
['Comedy'],['English'],Tracy Morgan: Black & Blue,8.0
"['Drama', 'Comedy']",['svenska'],The Importance of Tying Your Own Shoes,5.9
"['Drama', 'War', 'Romance']","['Français', 'български език']",The Peach Thief,6.0
['Drama'],['Italiano'],Salomé,8.0
['Horror'],[],Outer Space,6.8
"['Comedy', 'Documentary']","['English', 'Pусский']",Exporting Raymond,5.9
"['Crime', 'Drama', 'Thriller']",['English'],Appointment with Danger,5.0
"['Action', 'Crime']",['suomi'],Vares - The Kiss of Evil,6.2
['Comedy'],['English'],A Few Best Men,5.9
"['Drama', 'Comedy', 'Romance']",['English'],Late Bloomers,5.6
"['Crime', 'Drama', 'Thriller']",['English'],Cord,5.6
"['Drama', 'Thriller', 'Action']",['English'],The Deadly Tower,5.4
['Drama'],['English'],Cosmopolis,5.1
"['Action', 'Crime', 'Drama', 'Thriller']",['English'],House of the Rising Sun,4.2
"['Drama', 'Comedy']",['English'],A Thousand Words,6.0
['Documentary'],['English'],Chimpanzee,6.5
"['Drama', 'Crime']",['English'],Love's Deadly Triangle: The Texas Cadet Murder,5.0
"['Comedy', 'Romance', 'Science Fiction', 'Drama']",['English'],Safety Not Guaranteed,6.8
"['Animation', 'Family']","['English', 'Español', 'ภาษาไทย']",Madagascar 3: Europe's Most Wanted,6.4
['Horror'],['English'],Bunnyman,2.3
"['Romance', 'Comedy']",['English'],Athena,5.0
['Drama'],"['English', 'Español']",The Lawless,4.9
['Music'],['No Language'],Eaux d'artifice,7.2
['Fantasy'],['No Language'],Inauguration of the Pleasure Dome,6.4
"['Adventure', 'Action', 'Western']","['Español', 'English']",Blackthorn,6.6
"['Drama', 'Comedy']",['English'],Your Sister's Sister,6.5
"['Drama', 'Thriller']",['Pусский'],The Needle,6.1
['Drama'],"['Français', 'ελληνικά']",The Beekeeper,6.6
"['Action', 'Animation']",['日本語'],Dragon Ball: Curse of the Blood Rubies,6.2
"['Action', 'Animation']",['日本語'],Dragon Ball: Sleeping Princess in Devil's Castle,6.1
"['Animation', 'Action', 'Adventure']",['English'],Superman/Batman: Public Enemies,6.7
"['Animation', 'Horror', 'Science Fiction']",['English'],Dead Space: Aftermath,5.9
"['Action', 'Animation', 'Science Fiction']",['日本語'],Iria: Zeiram the Animation,8.0
"['Horror', 'Thriller']",['Español'],Kidnapped,6.2
['Drama'],['Français'],This Special Friendship,6.8
"['Drama', 'History', 'Romance']","['Afrikaans', 'Nederlands', 'English']",Proteus,6.7
"['Action', 'Animation']",['日本語'],Dragon Ball: Mystical Adventure,6.4
"['Action', 'Animation']","['日本語', 'English']",Dragon Ball Z: The World's Strongest,6.1
"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",['English'],Brave,6.7
"['Animation', 'Family']",['English'],Beauty and the Beast: The Enchanted Christmas,5.9
['Drama'],"['English', 'Italiano']",Front of the Class,7.7
['Music'],['Italiano'],Alcina,0.0
"['Drama', 'Thriller']",['Deutsch'],The Pet,5.3
"['Action', 'Animation']","['English', '日本語']",Dragon Ball Z: The Tree of Might,6.4
"['Adventure', 'Animation', 'Romance', 'Family']",['English'],Pocahontas II: Journey to a New World,4.9
"['Romance', 'Drama']","['Český', 'English', 'Français']",Bel Ami,5.0
"['Romance', 'Comedy', 'Drama']",['English'],What to Expect When You're Expecting,5.8
"['Romance', 'Comedy']","['Italiano', 'English']",To Rome with Love,5.6
['Comedy'],['English'],Don't Drink the Water,6.0
"['Action', 'Fantasy', 'Horror']",['English'],Abraham Lincoln: Vampire Hunter,5.5
"['Crime', 'Drama']",['English'],Mad Dog Coll,6.0
"['Action', 'Drama']","['English', 'Español']",Winning,5.3
"['Comedy', 'Documentary', 'Drama']",['English'],First Position,7.9
"['Action', 'Thriller', 'Crime', 'Romance']",['English'],4.3.2.1,5.9
[],['English'],Beauty #2,7.0
"['Adventure', 'Romance']",['English'],Wings in the Dark,4.8
"['Horror', 'Comedy', 'Science Fiction']",['English'],Detention,5.7
['Comedy'],['svenska'],Nina Frisk,5.1
"['Crime', 'Drama']",['English'],Confession,7.2
"['Drama', 'Thriller']",['English'],Kind Lady,7.3
['Documentary'],['English'],Planet B-Boy,6.4
"['History', 'Drama']","['Español', 'English']",For Greater Glory - The True Story of Cristiada,6.4
"['Adventure', 'Action', 'Comedy', 'Fantasy']",['한국어/조선말'],Woochi : The Demon Slayer,6.6
['Comedy'],['Italiano'],Sorry if I Love You,5.3
"['Drama', 'War', 'Action']",['Pусский'],Torpedo Bombers,5.6
['Thriller'],['广州话 / 廣州話'],Taxi Hunter,0.0
"['Comedy', 'Drama', 'Music', 'Romance']","['English', 'ภาษาไทย']",Rock of Ages,6.0
"['Comedy', 'Drama', 'Romance', 'Science Fiction']",['English'],Seeking a Friend for the End of the World,6.3
"['Animation', 'Family']","['English', 'No Language']",Presto,8.0
"['Adventure', 'Animation', 'Family']",['English'],Jack-Jack Attack,7.4
[],"['English', 'Español']",Hollywood Man,4.8
"['Horror', 'Thriller', 'TV Movie']","['English', 'Français']",Jekyll & Hyde,5.4
"['Animation', 'Family']",['English'],Boundin',7.0
"['Animation', 'Family']","['English', 'No Language']",One Man Band,7.2
['Documentary'],['English'],A Map For Saturday,7.2
"['Horror', 'Thriller']",['English'],The Silent Scream,6.2
"['Comedy', 'Fantasy']",['English'],Ted,6.3
"['Comedy', 'Drama', 'Romance']",['English'],The Giant Mechanical Man,6.1
['Animation'],['English'],Tin Toy,6.3
"['Drama', 'Comedy']",['English'],Magic Mike,6.1
['Documentary'],['English'],Revenge of the Electric Car,6.0
"['Action', 'Animation']","['English', '日本語']",Dragon Ball Z: Return of Cooler,6.7
"['Action', 'Animation', 'Adventure']","['English', '日本語']",Dragon Ball Z: Cooler's Revenge,6.7
"['Horror', 'Science Fiction']",['English'],Blood of the Vampire,5.3
['Documentary'],['English'],Disneyland Dream,7.0
[],[],Disney Sing-Along-Songs: Under the Sea,8.0
"['Horror', 'Action', 'Drama', 'Fantasy']",['한국어/조선말'],Pulgasari,5.4
"['TV Movie', 'Drama']",['English'],The Toughest Man in the World,4.0
"['Adventure', 'Drama']","['English', 'Français']",On the Road,5.5
"['Comedy', 'Drama']",['English'],Norman,6.0
['Documentary'],[],Joffrey: Mavericks of American Dance,0.0
"['Action', 'Animation']",['日本語'],Dragon Ball Z: Super Android 13,6.6
"['Animation', 'Adventure', 'Family']",[''],Dragon Ball Z: Broly - The Legendary Super Saiyan,7.3
"['Drama', 'Comedy', 'Science Fiction', 'Romance', 'Foreign']",['Español'],Extraterrestrial,5.0
"['Drama', 'Thriller', 'Crime']",['English'],Cleanskin,5.6
"['Action', 'Adventure', 'Fantasy']",['English'],The Amazing Spider-Man,6.5
[],[],The Barchester Chronicles,9.0
"['Action', 'Animation']","['Português', 'Español', '日本語']",Dragon Ball Z: Bojack Unbound,6.8
['Documentary'],['English'],Reminiscences of a Journey to Lithuania,8.6
"['Horror', 'Mystery', 'Thriller']",['日本語'],Noroi: The Curse,6.9
['Thriller'],"['Dansk', 'English', 'Polski']",ID:A,6.7
"['Action', 'Thriller', 'Crime', 'Foreign']",['日本語'],A Colt Is My Passport,6.9
"['War', 'Drama', 'Foreign', 'Romance']","['Français', 'Deutsch']",Coup de grâce,6.6
"['Horror', 'Thriller']",['English'],Wrong Turn 3: Left for Dead,4.9
['Drama'],['No Language'],Blacksmith Scene,5.8
"['Animation', 'Comedy', 'Adventure', 'Family']",['English'],Ice Age: Continental Drift,6.2
"['Drama', 'Fantasy']",['English'],Beasts of the Southern Wild,6.8
"['Crime', 'Comedy']",[],Dangerous Davies,4.5
['Drama'],['English'],Dynamite,5.0
"['Science Fiction', 'Comedy']","['English', 'ελληνικά']",The Day the Fish Came Out,5.5
['Drama'],['English'],People Like Us,6.6
"['Romance', 'Drama']",['日本語'],Crazed Fruit,7.5
"['Action', 'Thriller', 'Crime', 'Foreign']",['日本語'],Cruel Gun Story,4.5
"['Drama', 'Foreign']",['日本語'],Flame and Women,6.7
['Drama'],['ελληνικά'],Euridice BA 2037,6.2
['Drama'],['Español'],La sociedad del semáforo,5.0
"['Adventure', 'Drama', 'Romance']",[],The Flying Fleet,0.0
"['Crime', 'Drama', 'Thriller']",['English'],Savages,6.2
"['Family', 'Animation', 'Adventure']",['English'],Balto II: Wolf Quest,6.2
"['Thriller', 'Foreign']",['suomi'],Rat King,6.5
"['Horror', 'Mystery', 'Thriller']","['English', 'Deutsch']",Bela Kiss: Prologue,4.4
"['Drama', 'Comedy', 'Romance']",['Dansk'],Oneway-Ticket to Korsør,4.0
"['TV Movie', 'Drama']",['English'],Candles on Bay Street,5.0
['Comedy'],"['ภาษาไทย', 'svenska', 'Norsk', 'English']",Once Upon A Time in Phuket,5.4
"['Documentary', 'History', 'War']",['English'],The War,5.3
